	bathrooms	bedrooms	building_id	created	description	display_address	features	interest_level	latitude	listing_id	longitude	manager_id	photos	price	street_address
101540	1.0	0	5e4ab436aa1650631b0e1a961609637b	2016-04-28 06:10:31	BRAND NEW studio apartment. Gourmet kitchen equipped with custom cabinets, stainless steel appliances including dishwasher and microwave. Bright, quiet, hardwood floors and high ceilings.<br /><br /><br /><br /><br /><br /><p><a  website_redacted 	Oxford Avenue	[Elevator, Hardwood Floors, Dogs Allowed, Cats Allowed]	medium	40.887	6938470	-73.9088	18b801a90df27a4ea2452b1321a541ab	[]	1495	3615 Oxford Avenue
101542	1.0	1	0	2016-04-09 01:29:54	Beautiful Brand New Renovations!One bedroom in awesome E. Greenwich Village area. Granite countertops, full-sized stainless steel appliances, dishwasher, and breakfast bar. Recessed lighting and tons of natural light streaming into the unit. Hardwood floors throughout, renovated marble bathroom, closets in living area and bedroom. Large windows, freshly painted, high ceilings. In a very hip area packed with great restaurants and bars. For an immediate response, and to schedule a private viewing of this unit, please call, text or e-mail Jahma today. 	East 10th Street	[Pre-War, Dogs Allowed, Cats Allowed]	low	40.7279	6846449	-73.9829	ea93653765d7b25f2068357b08508669	[https://photos.renthop.com/2/6846449_203bded661ce6333a6e9f4502aedccaf.jpg, https://photos.renthop.com/2/6846449_f42b472f286c570944c3b4a641c1e49b.jpg, https://photos.renthop.com/2/6846449_7ff53953c1cd610ebddf69dd91feceb0.jpg]	2895	284 East 10th Street
101544	1.0	1	81ba61d73ef11e3078f37c555d4c552c	2016-04-06 06:47:46	<p><a  website_redacted 	West 48th Street	[Elevator, Hardwood Floors]	low	40.7637	6832557	-73.9937	5239c98c3c2228c0369842750684054d	[https://photos.renthop.com/2/6832557_3af26d9fe473192defbf2e69172e0477.jpg, https://photos.renthop.com/2/6832557_3bdf7d6817bdc7028fb5f50a2fc81af6.jpg, https://photos.renthop.com/2/6832557_c708ae1d7efcb5901923ef0c0b53183f.jpg]	2095	514 West 48th Street
101546	1.0	1	607b649dc7d022357d0145482288a0b1	2016-04-22 05:24:54	Presenting our newest 1 bedroom 1 bathroom Lexington ave unit. Located in the mid 60's with fantastic exposure to all transportation, this unit has hardwood through out, a stainless steel open concept kitchen with granite counter tops and  a beautiful marble tiled bathroom. Contact me to schedule a viewing Brandon Reese-Nelson kagglemanager@renthop.com 573-672-6199.<br /><br /><br /><br /><br /><br /><p><a  website_redacted 	East 63rd Street	[Doorman, Elevator, Fitness Center, Pre-War, Laundry in Building]	low	40.7634	6912847	-73.9638	636e7de4b5bcbfaa484a88a470c7ca4c	[https://photos.renthop.com/2/6912847_76cebb7ce8e4afbe406e975cd31ea94a.jpg, https://photos.renthop.com/2/6912847_db1a77ecc93ec13e7b8a42432bc2f530.jpg, https://photos.renthop.com/2/6912847_24eca6cd01180a11ace14c83523cb27f.jpg, https://photos.renthop.com/2/6912847_0efdb8a536bca4750e87fd1f24905144.jpg, https://photos.renthop.com/2/6912847_98a78098c5223a994eea78a1572f41ba.jpg, https://photos.renthop.com/2/6912847_053b4042fc88cb9e5d7aeb1541b30eb4.jpg]	3875	220 East 63rd Street
101548	1.0	1	ab2d28a86c3a6908b806d8a1824eeb56	2016-04-06 07:26:47	1 Bedroom / 1 Bathroom apartment with eastern exposure, overlooking the stunning landscaped courtyard. Apartment features a loft style living space with an open kitchen, equipped with top-of-the-line appliances, great closet space and full capacity washer/dryer. <br /><br />BUILDING AMENITIESBike RoomChildren's PlayroomCold StorageConciergeGarage ParkingGymLaundry in BuildingGreen BuildingMedia RoomPackage RoomParking AvailableSmoke-freeStorage AvailableLISTING AMENITIESWaterfrontOUTDOOR SPACEGardenPatioRoof Deck<br /><br />For More Information and Private Showing's Please Contact Chris:Phone: 137-770-6997Email: kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	Washington Street	[Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Unit, Dishwasher, Hardwood Floors, New Construction, Dogs Allowed, Cats Allowed]	low	40.7243	6833354	-74.0103	331b0344fb543f42f3b75c60dbe1228a	[https://photos.renthop.com/2/6833354_81d147d93001d27492da2aa836c98b6d.jpg, https://photos.renthop.com/2/6833354_d25d9f52d7b9c739fff5fc2ef5ecddd4.jpg, https://photos.renthop.com/2/6833354_5001f82c5f8b7414c58410c6e5af033e.jpg, https://photos.renthop.com/2/6833354_6f604c9b4b1d0d5983cd43a09ecd72d7.jpg, https://photos.renthop.com/2/6833354_1bebcce9689511a290e323dd7769e51a.jpg, https://photos.renthop.com/2/6833354_147ff317b4862b986429ae0f01a7de33.jpg, https://photos.renthop.com/2/6833354_89e2abf99b16d91771588547bb0daeac.jpg, https://photos.renthop.com/2/6833354_7849ffd696d869e2697787bcd3937160.jpg, https://photos.renthop.com/2/6833354_f6b53c95d79f3863185da28bcde5130f.jpg, https://photos.renthop.com/2/6833354_8cd0fe1614478410b4280a65676b8110.jpg]	5395	456 Washington Street
101553	1.0	1	0a4c8baf64010a94487d47a8573d5b65	2016-04-13 05:57:01	NO FEE!! SORTH FACING ---- KING SIZE 1-BR ----WALK IN CLOSET--- SS KITCHEN----ASAPSOUTH FACING!! CHARMING MID-RISE ELEVATOR BUILDING WITH LAUNDRY ON-SITE, SUPER AVAILABLE 24/7!! GREAT EXPOSURE RECEIVES GREAT LIGHT. SEPARATE KITCHEN WILL GET BRAND NEW STAINLESS STEEL APPLIANCES INCLUDING DISHWASHER, HUGE LIVING SPACE (25 FT LONG) KING SIZE BEDROOM WILL FIT A WHOLE KING BEDROOM SET plus 1- HUGE WALK-IN CLOSET & 1- DOUBLE DOOR CLOSET. (tons of closets space 5-6 closet in total) TENANT JUST MOVED- SPACE IS BEING CLEANED AND PAINTED, READY TO MOVE IMMEDIATELY. PHOTOS FROM COMPARABLE UNIT IN THE BUILDING.FOR VIEWING CALL/TEXT ME NATHAN 500-405-7922<br/><br/><br/><br/><br/><br/><p><a  website_redacted 	East 21st Street	[No Fee, Elevator, Laundry in Building, Dishwasher, Hardwood Floors]	high	40.7364	6867330	-73.9809	38d72c692c25ba828c02963a9b17fc72	[https://photos.renthop.com/2/6867330_ec933422cf0fff969938ceca7b3e4d2e.jpg, https://photos.renthop.com/2/6867330_e0dd2109d11d12460f726568ee6456aa.jpg, https://photos.renthop.com/2/6867330_d4263c578dc6b44d2ee890125edf4f7a.jpg]	2695	315 East 21st Street
101555	2.0	2	8883f68d1dbad4d5aa32c70cb277714d	2016-04-08 02:27:29	ACTUAL APT. PHOTOS - Doorman - Elevator - Laundry <br/><br/>Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted 	W 48 Street	[Cats Allowed, Dogs Allowed, Doorman, Elevator, Laundry In Building, ACTUAL APT. PHOTOS]	medium	40.7638	6842206	-73.994	6258f603d2df9463fd6de58f75f20cbb	[https://photos.renthop.com/2/6842206_226566622f90b4f66a7ec7d303c5c35b.jpg, https://photos.renthop.com/2/6842206_bb7c6f51b35bdabc4805262c14d915dc.jpg, https://photos.renthop.com/2/6842206_bda1e968a38a6c83be708562ddc12029.jpg, https://photos.renthop.com/2/6842206_cdb9443fb87030174959d0962419f861.jpg, https://photos.renthop.com/2/6842206_dbc9905cb3160dbed3554f642e399617.jpg, https://photos.renthop.com/2/6842206_83dd0e6f50ebaf4a3f02bef8170cfd6a.jpg, https://photos.renthop.com/2/6842206_6035343cbf901a0d5c0253c924da2254.jpg, https://photos.renthop.com/2/6842206_41b8aa27924ff0aeee51f8abd4fac453.jpg]	3950	520 W 48 Street
101556	1.0	1	b5eb2f77d7ab27593ae6caa840fd8d2e	2016-04-28 06:08:51	1 bedroom big apartment,very bright and nice big windows ,hardwood floors,open concept living-dinning area,full kitchen,new renovated full bathroom with tub,a lot of closets and storage space.<br /><br />midtown west with a lot of restaurants ,bars and shops ,the best grocery's in the area, 2 min from subway station 57th street,5 min a away from Broadway ,restaurant Row and Time square,2 min a way from legendary Central Park and 5th Avenue (shopping district).<br /><br />As a long time resident of Midtown West, I am an expert in the neighborhood and I have access to the most beautiful apartments. Call or email today so we can find your new home<br /><br /><p><a  website_redacted 	West 54th Street	[Doorman, Elevator, Laundry in Building, New Construction]	low	40.764	6938445	-73.9819	13ddb55a3a9d896b4bcdd538ee0ec067	[https://photos.renthop.com/2/6938445_0415f9dd49c4bd994fb5c78acfb5c52f.jpg, https://photos.renthop.com/2/6938445_0418b9680d3462b4c85d8c6e727d1356.jpg, https://photos.renthop.com/2/6938445_d27c5f8fe538c2fa16c2aa5a37180ba0.jpg, https://photos.renthop.com/2/6938445_61e9872065db7568ab8356cdf19f7383.jpg]	3450	205 West 54th Street
10156	1.0	3	d876f52470ecafaf62629e75349d439d	2016-06-01 05:21:12	SPECTACULAR FLEX 3 BEDROOM APARTMENT IN LUXURY 24HR DOORMAN BUILDING, NEW TO THE MARKET. LOCATED IN THE HEART OF MIDTOWN, EASY ACCESS TO ALL SUBWAYS, THE APARTMENT HAS A LARGE SPACIOUS LIVING ROOM, KITCHEN INCLUDES STAINLESS STEEL UPDATED APPLIANCES / FINISHES. TONS OF CLOSET SPACE, MINT HARDWOOD FLOORS THROUGHOUT , HUGE WINDOWS THAT BRING IN A TON OF NATURAL LIGHT. ***LOW  FEE****<br /><br /><br /><br />***LOW  FEE UNIT****<br /><br />FOR PRIVATE VIEWING, PLEASE CALL OR TEXT PERRY @ 810-488-3008 OR EMAIL kagglemanager@renthop.com THIS WILL NOT LAST!!<p><a  website_redacted 	East 57th Street	[Dining Room, Doorman, Elevator, Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.7605	7091162	-73.9678	eb5a6c4c2eb6f3e2a085c477afd5a815	[https://photos.renthop.com/2/7091162_f7fea594794eb16c9229c9e24ab34648.jpg, https://photos.renthop.com/2/7091162_17eeaf346d1a57302e037c55d5fc8eae.jpg, https://photos.renthop.com/2/7091162_89ae04acdd71b48b5e63f1a1275d44fd.jpg, https://photos.renthop.com/2/7091162_b01f8dfe80318cfd03a8ceebb026db55.jpg]	3900	157 East 57th Street
101561	1.0	0	f115a9bff3a9c4e6eedc9114374b3d74	2016-04-25 03:31:37	100% NO FEE!!! COME VIEW THIS LARGE SUN SOAKED AND NEWLY RENOVATED PENTHOUSE STUDIO WITH A HOME OFFICE. THIS UNIT OFFERS TONS OF NATURAL LIGHT, AND BRAND NEW STAINLESS STEEL PASS THRU KITCHEN WITH GRANITE COUNTERS, OFFICE SPACE LITTERED WITH CLOSETS AND A LARGE MARBLE BATH.<br /><br />tHE BUILDING OFFERS 24 HOUR DOORMAN SERVICE AND A WELL MAINTAINED AND BEAUTIFUL LOBBY. STEPS FROM THE 4,5,6 TRAINS AND THE M 79 CROSS TOWN BUS.<br /><br />CALL TODAY TO SCHEDULE YOUR VIEWING!!!!! THIS WILL NOT LAST!!!<br /><br />IMANI kagglemanager@renthop.com<p><a  website_redacted 	East 79th Street	[Elevator, Dishwasher, Hardwood Floors, No Fee]	low	40.7716	6922749	-73.9506	9f39caedae295bf81e67463e6fd0af40	[https://photos.renthop.com/2/6922749_196a3da4831382be2ec42f223352847d.jpg, https://photos.renthop.com/2/6922749_4614eabbca73a35ccecbf7c465e6b7f5.jpg, https://photos.renthop.com/2/6922749_cf73e2d044dc61ffdb2670fc6e9c78bd.jpg, https://photos.renthop.com/2/6922749_486917faa544fab3a6de60d0df54de95.jpg]	2700	435 East 79th Street
101562	1.0	1	82add339ac22b95563b3ad8395f1ab9c	2016-04-24 04:13:42	Here's a great opportunity to get a one-month free apt in this competitive market.This is an excellent deal. It's a recently renovated, doorman, spacious, 1 bedroom plus the Upper East Side area is terrific. I recommend you schedule a viewing immediately.There's a den and dining room for additional living space. High ceilings contribute to the apartment's lovely character.The unit has onsite laundry.The apartment's kitchen has granite countertops. You'll find plenty of storage and stainless steel appliances.The bedroom has hardwood flooring. You should fit a queen bed in the well sized bedroom.Inside the bathroom there are marble finishes and good storage.This is a great opportunity to rent in a building that's loved by tenants. The full amenity list includes: bike storage, a live-in super, a 24-hour doorman, and a roof deck.Contact me anytime. Let's make sure you're the first to visit this apartment.<br /><br />Call 010-607-0491 to schedule an appointment or email kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted 	East 95th Street	[Roof Deck, Doorman, Elevator, Laundry in Building, Dishwasher, Hardwood Floors]	low	40.7845	6920062	-73.9503	9d32b720e26a351b951c8f78f72f2fec	[https://photos.renthop.com/2/6920062_4223f8d10167ce550dd6b4eb6a472315.jpg, https://photos.renthop.com/2/6920062_c28447d8988b5ff7077253e2177a2745.jpg, https://photos.renthop.com/2/6920062_c7942faa7d4c83789122bd75259b7f84.jpg, https://photos.renthop.com/2/6920062_71272b96b2f71558dfdc8450a0ca34be.jpg, https://photos.renthop.com/2/6920062_513e5528a84e1f8391a2f33a6ba708f9.jpg]	2800	182 East 95th Street
101566	2.0	2	97012980cc3e6869a5f46a683844166b	2016-04-07 14:26:09	*Top Producing Agent For 5 consecutive years Ask for Testimonials or References.For a limited time we are offering ONE FREE MONTH on a 12 month lease and NO BROKER FEE. Take advantage of winter incentives before its too late, dont say i didnt warn you.An additional $500 move in bonus is being offered to new residents as a welcome gift.DONT MISS OUT ON THIS GREAT OFFER!Studio's Starting From- $2050 (Ltd quantity)1BR'S Starting From- $2375 (Ltd quantity)2BR's Starting From- $2975 (Ltd quantity)BRAND NEW LUXURY BUILDING LEED designed, energy-efficient 27-story towerThe spacious residences offer an array of well-designed layouts. Fresh and fabulously finished, each home features :9 foot ABOVE ceilingsCustom BLINDSIndividual climate controlWhite OAK flooringModern soft close cabinetryContemporary kitchensWhirlpool STAINLESS STEEL appliancesCaesarstone quartz countertopsItalian PORCELAIN tile bath and kitchen floorsIn-unit Bosch W/D (excluding studios)Expansive windows offering BREATH TAKING of Queens and the Manhattan skylinePlenty of storage spaceBuilding Amenities includeOn-site PARKING24 hour conciergeExtra storage units24 hour maintenanceModern FITNESS CENTER complete with cardio machines, weight training equipment, free weights and an outdoor landscaped YOGA lawnModern GAME ROOM featuring free Wi-Fi, billiards, flat screen tvs, videogaming systemsOutdoor barbecue area with 4 Professional GRILLSLOUNGE area complete with fireplace, kitchen, Flat screen, LibraryLandscaped ROOF TERRACE with cabanas and outdoor showersInteractive outdoor water playgroundIndoor and outdoor children's play areaExperience a new, unparalleled level of luxury in Rego Park, in the neighborhood's newest residential building. Soaring over bustling Rego Center, this magnificent 27 storey tower places you in the center of Central Queens. Residents will enjoy the area's Convenient access to transportation located just a 2 minute walk away from the 63rd Dr M/R train station, placing you a quick train ride away from Manhattan and all of Queens! Residents can also take advantage of the nearby buses, LIRR trains, LIE Long Island Expressway and BQE Brooklyn Queens ExpresswayEasy access to major shopping hubs Rego Park Center Mall, Queens Center Mall, and Forest Hill's coveted Austin Street!Easy access to great attractions like the Queens Museum, Queens Library, Corona Park, Flushing Meadow Zoo, Citi Field, Arthur Ash Stadium and much more!Now accepting applications. Simple and quick approval process.For a private showing please contact me 24/7 and I'd be more than happy to accomodateany questions you might have.*prices reflect the net effective rent on a 12 month lease with one free month and no broker fee.all prices are subject to change and quantity is limited.	Junction Blvd- NO FEE!!	[Common Outdoor Space, Laundry In Unit, Cats Allowed, Dogs Allowed, No Fee, Doorman, Elevator, Fitness Center, Laundry In Building, Underground Parking, Roof Deck with real grass, High Speed Internet, Dishwasher, Hardwood Floors, Wheelchair Access, New Construction, Rent Stabalized, Billiards Lounge, Outdoor BBQs, Leed Certified, 24HR Doorman, Convinient to all major transportation, Outstanding Shopping]	low	40.7327	6840735	-73.8638	5697207731beb6841e753b2fd9e1437b	[https://photos.renthop.com/2/6840735_16c8b8e798f9ba9a2fcecea88f85c4f5.jpg, https://photos.renthop.com/2/6840735_28ee98d04d852719bf7670d6c106fcbe.jpg, https://photos.renthop.com/2/6840735_7f898198e6627a6ddc742e7591425443.jpg, https://photos.renthop.com/2/6840735_883c1d123f8a118784c7fc15474c0497.jpg, https://photos.renthop.com/2/6840735_3fb6cc480a30250f4a4b390739552a1f.jpg, https://photos.renthop.com/2/6840735_6c5a0bbc6b6c8ce6e999598ed7bf6069.jpg, https://photos.renthop.com/2/6840735_018d2d26fe0465eaff1c0dc7610702f4.jpg, https://photos.renthop.com/2/6840735_f407202767d8139bf80b3cd6ea38f38b.jpg, https://photos.renthop.com/2/6840735_9ae9c72073fd0f7cc0ff526cdb2f6ca1.jpg, https://photos.renthop.com/2/6840735_7fc33fb8e4b511cd6560f48f959d4593.jpg, https://photos.renthop.com/2/6840735_5fabe0e49570be64fdc92870d2a0f94a.jpg, https://photos.renthop.com/2/6840735_ec71b7ec5a955a22334c9fc7ef103140.jpg]	3250	61-55 JUNCTION BLVD
101567	1.0	1	11e1dec9d14b1a9e528386a2504b3afc	2016-04-04 16:19:34	This 1 bedroom consists of traditional white and glass cabinetry, marble bathroom, soaring ceilings, and massive windows for natural light.This building is a perfect location for a stroll along the New York Harbor. All of your dining and shopping needs are very close by. Walking distance to subways and buses.Amenities include:24 hour concierge, on-site valet, on-site parking, health club, laundry room on every floor, full-service business center, and beautiful views of the Statue of Liberty and New York Harbor on the sundeck.Contact me today for a private viewing!!!!	West Street	[Common Outdoor Space, Cats Allowed, Dogs Allowed, Doorman, Elevator, Fitness Center, Laundry In Building]	low	40.7105	6822384	-74.0134	045f9f5708f6896535892b85a81d8151	[https://photos.renthop.com/2/6822384_b1ae8430a6bc2fa6465abc01aae1c869.jpg, https://photos.renthop.com/2/6822384_4447eab30a351b5b2b93ea9dc92cfb87.jpg, https://photos.renthop.com/2/6822384_2e9f26625e5c000202912a9e7c78d1a5.jpg, https://photos.renthop.com/2/6822384_708cca0b514607e498d27cdc455de432.jpg, https://photos.renthop.com/2/6822384_24de0eb5a0a82e2b26cedfdcab66b628.jpg, https://photos.renthop.com/2/6822384_0b4549c3fbcc68f7eedd8cd93dd6057d.jpg]	3450	1 West Street
101568	1.0	2	2770f800ce92fcc0696f365187dfd418	2016-04-12 05:44:15	EXCELLENT SHARE | Must See-  Brand new two bedroom apartment-  Gourmet kitchen equipped with custom cabinetry-  Caesarstone counter-tops-  Stainless steel appliances including dishwasher and microwave-  Large, clean, white tile bathroom -  Very bright and quiet-  High ceiling -  Hardwood floors<br /><br />In addition to this apartment, I have access to HUNDREDS of exclusive listings through BOLD New York. I also have great relationships with many landlords in the city, small and large. As a renter myself, I understand how difficult it can be to find an apartment in NYC. My aim is to streamline the process for you and make things easier so that you're able find your new home quickly, with minimal stress.<br /><br /><br /><br /><p><a  website_redacted 	West 45th Street	[Dishwasher, Hardwood Floors, Dogs Allowed, Cats Allowed]	low	40.7599	6861218	-73.9908	d3b4ad3b4de64390657f4be37935c435	[https://photos.renthop.com/2/6861218_83e5521eb64caa49eaf6b970152efb8b.jpg, https://photos.renthop.com/2/6861218_62dcf6013ca39a085aba9ed012058622.jpg, https://photos.renthop.com/2/6861218_9a6e31a78806c12c0ef0a38eea8da871.jpg]	2995	358 West 45th Street
101569	2.0	2	0	2016-04-24 05:22:25	STUNNING KING-SIZED 2BR UNIT - FEW STEPS TO CENTRAL PARK.<br /><br />FOR MORE INFORMATION OR TO SCHEDULE AN APPOINTMENT CONTACT ME @ 559-838-9677. IF THAT'S NOT WHAT YOU ARE LOOKING FOR EMAIL ME AT kagglemanager@renthop.com AND I WILL SENT YOU ALL OPTIONS WITHIN YOUR BUDGET.BUYING, SELLING OR RENTING AN APARTMENT IN NYC IS A VERY EASY PROCESS WHEN YOU WORK WITH THE RIGHT BROKER - CHECK MY REFERENCES ON LINKEDIN AND YELP FOR MORE DETAILS<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	West 55th Street	[Roof Deck, Dining Room, Doorman, Elevator, Fitness Center, Laundry in Building, Dishwasher, Hardwood Floors, Dogs Allowed, Cats Allowed]	low	40.7647	6920690	-73.9826	45f07531f4deec59070ad9e1bbfe44a1	[https://photos.renthop.com/2/6920690_d13936cfaf37e3223248979876284e4f.jpg, https://photos.renthop.com/2/6920690_9209c5cdb65d796d32af4d2e3f4f8ac4.jpg, https://photos.renthop.com/2/6920690_68d126452b1113989ed888f5912a4af2.jpg, https://photos.renthop.com/2/6920690_552688e7bc0bebe9186c873dfb550509.jpg]	4795	230 West 55th Street
101571	1.0	0	ec12b4db154a9c75983f5e32edd93843	2016-04-10 04:10:42	Prewar studio apartment in this 24 hour Doorman building. Space isn't a problem in this apartment due to it being prewar you get these massive ceiling heights and gracious space. Call or text  (790-572-3073 or email kagglemanager@renthop.com to schedule a showing!Bond New York is a real estate broker that supports equal housing opportunity.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted 	E 46 Street	[Doorman, Elevator, Hardwood Floors, Dogs Allowed, Cats Allowed]	low	40.7536	6852821	-73.9739	25c47e79395288509330606bca79f6fc	[https://photos.renthop.com/2/6852821_ebc09a3e12f483135d8d15e69a2ae852.jpg, https://photos.renthop.com/2/6852821_61fa94271f064b14f83665377dae9466.jpg, https://photos.renthop.com/2/6852821_d7355be8f6a565eec90541ab78effba4.jpg, https://photos.renthop.com/2/6852821_da24cd4de5a199f3be016a03194c63dd.jpg, https://photos.renthop.com/2/6852821_4788c539a6bc276cc7ef180e8363ef09.jpg]	2358	140 E 46 Street
101574	1.0	2	6c55aa813945e9f78021e8056eee052d	2016-04-15 03:23:00	This gorgeous 2 bedroom is located in the heart of the East village, on E 7th street...<br /><br />It features 2 large bedrooms, plenty of storage space a massive living room with fireplace, very high ceilings, balconies, kitchen with granite countertops, stainless steel appliances, dishwasher, marble bath, recessed lighting, floor to ceiling windows, washer an dryer in the unit, exposed brick, great light....<br /><br />NO FEE*** Contact me today for your exclusive showing....<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	E 7th St.	[Balcony, Laundry in Unit, Dishwasher, Hardwood Floors, No Fee, Outdoor Space]	low	40.7265	6876515	-73.9851	1067e078446a7897d2da493d2f741316	[https://photos.renthop.com/2/6876515_232e4e45459e6c987fa0b8aa3328dfee.jpg, https://photos.renthop.com/2/6876515_4ac90969a7837d3e7c2ca96c88879bf2.jpg, https://photos.renthop.com/2/6876515_111743e7bfac262551610d4d0b9b845c.jpg, https://photos.renthop.com/2/6876515_fe6caee5b73d1ae71baa3b4222c93f15.jpg, https://photos.renthop.com/2/6876515_5fa3583672e5c72c22d4947636fe55e1.jpg, https://photos.renthop.com/2/6876515_941ed24a20d2d7cbd415b808f2414e4e.jpg, https://photos.renthop.com/2/6876515_7a1672be7fe9f4e65f6d99c3d9aaa479.jpg, https://photos.renthop.com/2/6876515_2427b79019f59ab58fca6479417f325c.jpg, https://photos.renthop.com/2/6876515_af137a70b14994fafa6ea0a8daee37b8.jpg, https://photos.renthop.com/2/6876515_f3b75ad7252bd57fcaeefd940e4c5eb8.jpg, https://photos.renthop.com/2/6876515_d91ba0b2cb18736f35bcba2639f3e4a6.jpg, https://photos.renthop.com/2/6876515_8b00b6489ce1a67849e05c19812fc0da.jpg]	4895	102 E 7th St.
101581	2.0	2	23d5f3f66129b8888829f414173c8cf6	2016-04-08 02:36:25	"Application Pending!!!   Beautiful, gracious, spacious apartment with 2 bedrooms and 2.5 baths in the magnificent Veneto is immediately available.Designed by Adam Tihany and built by the Related companies the Veneto is the personification of elegance meeting design. This sprawling 1578 sf home is the best line in the building having wonderful southern, western and northern exposures with stunning views and light. High ceilings, floor to ceiling windows, spectacularly appointed kitchen with Subzero and wine cooler, windowed master bath with fixtures by waterworks are just some of the features that make this home extraordinary. The Veneto also features a health club, residents' lounge, and outdoor space. The building is located in the vibrant East fifty's, steps from the subway and all the great restaurants<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Julian Hutter for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	250 East 53rd Street	[Doorman, Elevator, Exclusive, Dogs Allowed, Cats Allowed]	low	40.7567	6842398	-73.9676	d0190d0b208ffddddfb80de484f0838b	[https://photos.renthop.com/2/6842398_2d7e8020e5d8a51936151675cc8cf7a3.jpg, https://photos.renthop.com/2/6842398_2b5b833f6391d1af855920ec1134758f.jpg, https://photos.renthop.com/2/6842398_fef6dc77cd9d0565b95eaba0e1b42755.jpg, https://photos.renthop.com/2/6842398_f665c32ba305c92fdc028b2eb5496bd4.jpg, https://photos.renthop.com/2/6842398_78dc09a6f8ea8848f9a7bb78e5d338d9.jpg, https://photos.renthop.com/2/6842398_52dbf79d7a4d08eb23a24c2e46e42aa6.jpg, https://photos.renthop.com/2/6842398_726340399c6c3489440ddcbdcd222507.jpg, https://photos.renthop.com/2/6842398_8f71ad6569f320e931c4995c1df38827.jpg, https://photos.renthop.com/2/6842398_ac0709eacdb8958f55f9babdbae6d831.jpg, https://photos.renthop.com/2/6842398_87c2036506ae546183b38cdb93d3bada.jpg]	8500	250 East 53rd Street
101584	1.0	0	ffb03b2f84d6a04841802ad1e355f457	2016-04-15 01:25:24	Great studio with central location in the SoHo. 	Sixth Avenue	[Dogs Allowed, Cats Allowed]	low	40.7266	6874980	-74.0013	1865c6252cc15427980ff0bcce390d56	[]	2650	202 Sixth Avenue
101594	1.5	2	fca47963f761354431d09c20b8fa9b96	2016-04-29 04:35:30	        	64th Rd	[]	low	40.7285	6942042	-73.861	af5699fc19c38deeaec76db04cb2c3b4	[]	2350	95-19 64th Rd
101597	1.0	1	d7f7daf81d03af39e06f9688c13d7398	2016-04-26 04:59:36	Prime UWS location! West 84th street. Elevator building with laundry in the basement. Totally gut renovated and comfortable JUNIOR 1 BEDROOM with a full marble bath. Includes large windows and high ceilings with plenty of closets. It also has granite countertops and full sized appliances. Building maintains a live-in super.Requirements: 40x the rent and good credit. 80x for guarantors. 	West 84th Street	[Elevator, Cats Allowed, Dogs Allowed]	low	40.7878	6926332	-73.9799	1ead0405d64a3f4637bcd00b3915eb3a	[https://photos.renthop.com/2/6926332_16ebbfa4284e10e0d5033d5909eef74c.jpg, https://photos.renthop.com/2/6926332_900411bd5be66c9e4891952412530a2f.jpg, https://photos.renthop.com/2/6926332_d2415400e3fb41785adaa1042ed3ddf5.jpg, https://photos.renthop.com/2/6926332_d0b369e0ca01713c7898e1b45a4bf29b.jpg, https://photos.renthop.com/2/6926332_dfbc7634351735373c3be9363d8d7708.jpg]	2895	324 West 84th Street
1016	2.0	2	c5c8a357cba207596b04d1afd1e4f130	2016-06-02 02:32:24	"This is a luxury building on the upper west side at Columbus Square. It has floor too ceiling window facing north on Columbus Ave. State of the art fitness center, indoor heated swimming pool and children play center. Call Russ 979-129-3326<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Joan DeRoche for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	Columbus Avenue	[Doorman, Elevator, Laundry in Unit, Dogs Allowed, Cats Allowed]	low	40.7947	7096061	-73.9667	22190ddb07e5634c97733478e4957dbd	[https://photos.renthop.com/2/7096061_e7dd963bf4a374a9d805eeee5149495e.jpg, https://photos.renthop.com/2/7096061_a761b9889e96fb5b82ed163c33add69e.jpg, https://photos.renthop.com/2/7096061_8d85c8a51e4b52bfa34e7beb4cd4dd9c.jpg, https://photos.renthop.com/2/7096061_4a9e6114d6766a2e96b3956aac08414f.jpg]	6380	808 Columbus Avenue
